CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
SK,3157,SAS,2024-03-01T05:30:00,2024-03-01T05:30:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,ON TIME,בזמן
QS,1287,SMARTWINGS,2024-03-01T05:35:00,2024-03-01T05:35:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,ON TIME,בזמן
LY,2521,EL AL ISRAEL AIRLINES,2024-03-01T05:45:00,2024-03-01T05:45:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,ON TIME,בזמן
LY,347,EL AL ISRAEL AIRLINES,2024-03-01T06:00:00,2024-03-01T06:00:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,ON TIME,בזמן
LY,5119,EL AL ISRAEL AIRLINES,2024-03-01T06:00:00,2024-03-01T06:00:00,D,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3,,,ON TIME,בזמן
SK,3189,SAS,2024-03-01T06:00:00,2024-03-01T06:00:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,ON TIME,בזמן
6H,291,ISRAIR AIRLINES,2024-03-01T06:00:00,2024-03-01T06:00:00,D,INN,INNSBRUCK,אינסברוק,INNSBRUCK,אוסטריה,AUSTRIA,3,,,ON TIME,בזמן
6H,885,ISRAIR AIRLINES,2024-03-01T06:00:00,2024-03-01T06:00:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,ON TIME,בזמן
LY,2365,EL AL ISRAEL AIRLINES,2024-03-01T06:05:00,2024-03-01T06:05:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,ON TIME,בזמן
LY,971,EL AL ISRAEL AIRLINES,2024-03-01T06:05:00,2024-03-01T06:05:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
AR,7877,AEROLINEAS ARGENTINAS S.A.,2024-03-01T06:10:00,2024-03-01T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
LY,385,EL AL ISRAEL AIRLINES,2024-03-01T06:10:00,2024-03-01T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
SK,3167,SAS,2024-03-01T06:10:00,2024-03-01T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
TP,8898,AIR PORTUGAL,2024-03-01T06:10:00,2024-03-01T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
IZ,413,ARKIA  ISRAELI  AIRLINES,2024-03-01T06:15:00,2024-03-01T06:15:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,ON TIME,בזמן
LY,082,EL AL ISRAEL AIRLINES,2024-03-01T06:15:00,2024-03-01T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
QF,5021,QANTAS AIRWAYS,2024-03-01T06:15:00,2024-03-01T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
TG,5483,THAI AIRWAYS,2024-03-01T06:15:00,2024-03-01T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
VN,3299,VIETNAM AIRLINES,2024-03-01T06:15:00,2024-03-01T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
6H,734,ISRAIR AIRLINES,2024-03-01T06:15:00,2024-03-01T06:15:00,A,RZE,RZESZOW-JASIONKA,ז'שוב,RZESZOW,פולין,POLAND,3,,,NOT FINAL,לא סופי
LY,052,EL AL ISRAEL AIRLINES,2024-03-01T06:25:00,2024-03-01T06:25:00,A,JNB,JOHANNESBURG,יוהנסבורג,JOHANNESBURG,דרום אפריקה,SOUTH AFRICA,3,,,NOT FINAL,לא סופי
QF,5023,QANTAS AIRWAYS,2024-03-01T06:25:00,2024-03-01T06:25:00,A,JNB,JOHANNESBURG,יוהנסבורג,JOHANNESBURG,דרום אפריקה,SOUTH AFRICA,3,,,NOT FINAL,לא סופי
BZ,702,BLUE BIRD AIRWAYS,2024-03-01T06:30:00,2024-03-01T06:30:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
IB,2392,IBERIA,2024-03-01T06:30:00,2024-03-01T06:30:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,ON TIME,בזמן
LY,393,EL AL ISRAEL AIRLINES,2024-03-01T06:30:00,2024-03-01T06:30:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,ON TIME,בזמן
B6,6484,JETBLUE AIRWAYS CORPORATION,2024-03-01T06:35:00,2024-03-01T06:35:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7444,DELTA AIRLINES,2024-03-01T06:35:00,2024-03-01T06:35:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,028,EL AL ISRAEL AIRLINES,2024-03-01T06:35:00,2024-03-01T06:35:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,010,EL AL ISRAEL AIRLINES,2024-03-01T06:50:00,2024-03-01T06:50:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,573,EL AL ISRAEL AIRLINES,2024-03-01T07:00:00,2024-03-01T07:00:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,ON TIME,בזמן
6H,561,ISRAIR AIRLINES,2024-03-01T07:00:00,2024-03-01T07:00:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
LY,5131,EL AL ISRAEL AIRLINES,2024-03-01T07:20:00,2024-03-01T07:20:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,ON TIME,בזמן
LY,557,EL AL ISRAEL AIRLINES,2024-03-01T07:30:00,2024-03-01T07:30:00,D,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,,,ON TIME,בזמן
AR,7850,AEROLINEAS ARGENTINAS S.A.,2024-03-01T07:45:00,2024-03-01T07:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
B6,6468,JETBLUE AIRWAYS CORPORATION,2024-03-01T07:45:00,2024-03-01T07:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7438,DELTA AIRLINES,2024-03-01T07:45:00,2024-03-01T07:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,018,EL AL ISRAEL AIRLINES,2024-03-01T07:45:00,2024-03-01T07:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
IZ,801,ARKIA  ISRAELI  AIRLINES,2024-03-01T08:00:00,2024-03-01T08:00:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,ON TIME,בזמן
6H,351,ISRAIR AIRLINES,2024-03-01T08:00:00,2024-03-01T08:00:00,D,VRN,VILLAFRANCA-VERONA,ורונה,VERONA,איטליה,ITALY,3,,,ON TIME,בזמן
LY,5408,EL AL ISRAEL AIRLINES,2024-03-01T08:30:00,2024-03-01T08:30:00,A,RZE,RZESZOW-JASIONKA,ז'שוב,RZESZOW,פולין,POLAND,3,,,NOT FINAL,לא סופי
EK,2369,EMIRATES,2024-03-01T08:55:00,2024-03-01T08:55:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1549,FLYDUBAI,2024-03-01T08:55:00,2024-03-01T08:55:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
WZ,017,RED WINGS AIRLINES,2024-03-01T08:55:00,2024-03-01T08:55:00,A,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
AM,7885,AERO MEXICO,2024-03-01T09:00:00,2024-03-01T09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
IZ,161,ARKIA  ISRAELI  AIRLINES,2024-03-01T09:00:00,2024-03-01T09:00:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,ON TIME,בזמן
IZ,511,ARKIA  ISRAELI  AIRLINES,2024-03-01T09:00:00,2024-03-01T09:00:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,ON TIME,בזמן
LY,323,EL AL ISRAEL AIRLINES,2024-03-01T09:00:00,2024-03-01T09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
SK,3163,SAS,2024-03-01T09:00:00,2024-03-01T09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
AA,9261,AMERICAN AIRLINES,2024-03-01T09:15:00,2024-03-01T09:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
AM,7863,AERO MEXICO,2024-03-01T09:15:00,2024-03-01T09:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
LY,315,EL AL ISRAEL AIRLINES,2024-03-01T09:15:00,2024-03-01T09:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
SK,3181,SAS,2024-03-01T09:15:00,2024-03-01T09:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
WZ,016,RED WINGS AIRLINES,2024-03-01T09:55:00,2024-03-01T09:55:00,D,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,,,ON TIME,בזמן
IZ,211,ARKIA  ISRAELI  AIRLINES,2024-03-01T10:00:00,2024-03-01T10:00:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
W6,2325,WIZZAIR,2024-03-01T10:05:00,2024-03-01T10:05:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,NOT FINAL,לא סופי
EK,2370,EMIRATES,2024-03-01T10:10:00,2024-03-01T10:10:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
FZ,1550,FLYDUBAI,2024-03-01T10:10:00,2024-03-01T10:10:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
LY,541,EL AL ISRAEL AIRLINES,2024-03-01T10:15:00,2024-03-01T10:15:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
AM,7868,AERO MEXICO,2024-03-01T10:20:00,2024-03-01T10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
AR,7852,AEROLINEAS ARGENTINAS S.A.,2024-03-01T10:20:00,2024-03-01T10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
B6,6450,JETBLUE AIRWAYS CORPORATION,2024-03-01T10:20:00,2024-03-01T10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7425,DELTA AIRLINES,2024-03-01T10:20:00,2024-03-01T10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
EK,2450,EMIRATES,2024-03-01T10:20:00,2024-03-01T10:20:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1081,FLYDUBAI,2024-03-01T10:20:00,2024-03-01T10:20:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
LY,002,EL AL ISRAEL AIRLINES,2024-03-01T10:20:00,2024-03-01T10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
IZ,802,ARKIA  ISRAELI  AIRLINES,2024-03-01T10:25:00,2024-03-01T10:25:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
LY,5132,EL AL ISRAEL AIRLINES,2024-03-01T10:30:00,2024-03-01T10:30:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
LY,546,EL AL ISRAEL AIRLINES,2024-03-01T10:35:00,2024-03-01T10:35:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
U8,1129,TUS AIRWAYS,2024-03-01T10:40:00,2024-03-01T10:40:00,A,RZE,RZESZOW-JASIONKA,ז'שוב,RZESZOW,פולין,POLAND,3,,,NOT FINAL,לא סופי
A4,5025,AZIMUTH AIRLINES,2024-03-01T10:55:00,2024-03-01T10:55:00,A,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
W6,2326,WIZZAIR,2024-03-01T10:55:00,2024-03-01T10:55:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,ON TIME,בזמן
HU,743,HAINAN AIRLINES,2024-03-01T11:10:00,2024-03-01T11:10:00,A,SZX,SHENZHEN  BAOAN INT.,שנז'ן,SHENZHEN,סין,CHINA,3,,,NOT FINAL,לא סופי
LY,387,EL AL ISRAEL AIRLINES,2024-03-01T11:10:00,2024-03-01T11:10:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
SK,3183,SAS,2024-03-01T11:10:00,2024-03-01T11:10:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
EY,593,ETIHAD AIRWAYS,2024-03-01T11:20:00,2024-03-01T11:20:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
LY,9600,EL AL ISRAEL AIRLINES,2024-03-01T11:20:00,2024-03-01T11:20:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
IZ,803,ARKIA  ISRAELI  AIRLINES,2024-03-01T11:30:00,2024-03-01T11:30:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,ON TIME,בזמן
EK,2451,EMIRATES,2024-03-01T11:35:00,2024-03-01T11:35:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
FZ,1082,FLYDUBAI,2024-03-01T11:35:00,2024-03-01T11:35:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
BZ,701,BLUE BIRD AIRWAYS,2024-03-01T11:40:00,2024-03-01T11:40:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
EK,2363,EMIRATES,2024-03-01T11:40:00,2024-03-01T11:40:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1211,FLYDUBAI,2024-03-01T11:40:00,2024-03-01T11:40:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
AR,7879,AEROLINEAS ARGENTINAS S.A.,2024-03-01T11:45:00,2024-03-01T11:45:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
LY,383,EL AL ISRAEL AIRLINES,2024-03-01T11:45:00,2024-03-01T11:45:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
TP,8900,AIR PORTUGAL,2024-03-01T11:45:00,2024-03-01T11:45:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
6H,886,ISRAIR AIRLINES,2024-03-01T11:45:00,2024-03-01T11:45:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
A3,926,AEGEAN  AIRLINES,2024-03-01T12:00:00,2024-03-01T12:00:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
IZ,162,ARKIA  ISRAELI  AIRLINES,2024-03-01T12:00:00,2024-03-01T12:00:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
IZ,414,ARKIA  ISRAELI  AIRLINES,2024-03-01T12:00:00,2024-03-01T12:00:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
JU,7620,AIR SERBIA,2024-03-01T12:00:00,2024-03-01T12:00:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
A4,5026,AZIMUTH AIRLINES,2024-03-01T12:05:00,2024-03-01T12:05:00,D,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,,,ON TIME,בזמן
6H,562,ISRAIR AIRLINES,2024-03-01T12:15:00,2024-03-01T12:15:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
BZ,252,BLUE BIRD AIRWAYS,2024-03-01T12:40:00,2024-03-01T12:40:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,ON TIME,בזמן
HU,744,HAINAN AIRLINES,2024-03-01T12:40:00,2024-03-01T12:40:00,D,SZX,SHENZHEN  BAOAN INT.,שנז'ן,SHENZHEN,סין,CHINA,3,,,ON TIME,בזמן
U8,109,TUS AIRWAYS,2024-03-01T12:40:00,2024-03-01T12:40:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,ON TIME,בזמן
6H,893,ISRAIR AIRLINES,2024-03-01T12:45:00,2024-03-01T12:45:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,ON TIME,בזמן
A3,927,AEGEAN  AIRLINES,2024-03-01T12:50:00,2024-03-01T12:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
EK,4978,EMIRATES,2024-03-01T12:50:00,2024-03-01T12:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
FB,1514,BULGARIA  AIR,2024-03-01T12:50:00,2024-03-01T12:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
JU,7621,AIR SERBIA,2024-03-01T12:50:00,2024-03-01T12:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
EK,2364,EMIRATES,2024-03-01T12:55:00,2024-03-01T12:55:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
FZ,1212,FLYDUBAI,2024-03-01T12:55:00,2024-03-01T12:55:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
EY,594,ETIHAD AIRWAYS,2024-03-01T13:00:00,2024-03-01T13:00:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
IZ,215,ARKIA  ISRAELI  AIRLINES,2024-03-01T13:00:00,2024-03-01T13:00:00,D,SKG,THESSALONIKI,סלוניקי,THESSALONIKI,יוון,GREECE,3,,,ON TIME,בזמן
IZ,283,ARKIA  ISRAELI  AIRLINES,2024-03-01T13:00:00,2024-03-01T13:00:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,ON TIME,בזמן
LY,9601,EL AL ISRAEL AIRLINES,2024-03-01T13:00:00,2024-03-01T13:00:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
EK,2345,EMIRATES,2024-03-01T13:05:00,2024-03-01T13:05:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1125,FLYDUBAI,2024-03-01T13:05:00,2024-03-01T13:05:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
LY,5102,EL AL ISRAEL AIRLINES,2024-03-01T13:15:00,2024-03-01T13:15:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,,,NOT FINAL,לא סופי
B6,6482,JETBLUE AIRWAYS CORPORATION,2024-03-01T13:20:00,2024-03-01T13:20:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7442,DELTA AIRLINES,2024-03-01T13:20:00,2024-03-01T13:20:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,026,EL AL ISRAEL AIRLINES,2024-03-01T13:20:00,2024-03-01T13:20:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
B6,6466,JETBLUE AIRWAYS CORPORATION,2024-03-01T13:30:00,2024-03-01T13:30:00,A,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7436,DELTA AIRLINES,2024-03-01T13:30:00,2024-03-01T13:30:00,A,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,016,EL AL ISRAEL AIRLINES,2024-03-01T13:30:00,2024-03-01T13:30:00,A,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
IZ,804,ARKIA  ISRAELI  AIRLINES,2024-03-01T13:45:00,2024-03-01T13:45:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
LY,362,EL AL ISRAEL AIRLINES,2024-03-01T13:45:00,2024-03-01T13:45:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,NOT FINAL,לא סופי
AM,7874,AERO MEXICO,2024-03-01T13:50:00,2024-03-01T13:50:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
B6,6462,JETBLUE AIRWAYS CORPORATION,2024-03-01T13:50:00,2024-03-01T13:50:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7429,DELTA AIRLINES,2024-03-01T13:50:00,2024-03-01T13:50:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,006,EL AL ISRAEL AIRLINES,2024-03-01T13:50:00,2024-03-01T13:50:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,2366,EL AL ISRAEL AIRLINES,2024-03-01T13:55:00,2024-03-01T13:55:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,NOT FINAL,לא סופי
AM,7856,AERO MEXICO,2024-03-01T14:10:00,2024-03-01T14:10:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
AR,7856,AEROLINEAS ARGENTINAS S.A.,2024-03-01T14:10:00,2024-03-01T14:10:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
B6,6456,JETBLUE AIRWAYS CORPORATION,2024-03-01T14:10:00,2024-03-01T14:10:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7431,DELTA AIRLINES,2024-03-01T14:10:00,2024-03-01T14:10:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,008,EL AL ISRAEL AIRLINES,2024-03-01T14:10:00,2024-03-01T14:10:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,5120,EL AL ISRAEL AIRLINES,2024-03-01T14:15:00,2024-03-01T14:15:00,A,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3,,,NOT FINAL,לא סופי
LY,552,EL AL ISRAEL AIRLINES,2024-03-01T14:15:00,2024-03-01T14:15:00,A,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,,,NOT FINAL,לא סופי
EK,2346,EMIRATES,2024-03-01T14:20:00,2024-03-01T14:20:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
